"LocationId","HQContractId"
"888","304723075"
"889","312689684"
"890","301260169"
"891","305433384"
"893","312898155"
"896","310343795"
"898","302044678"
"901","306774740"
"902","310837401"
"903","312676011"
"908","301861135"
"910","306091727"
"911","306326441"
"913","302011931"
"916","312242895"
"918","302918265"
"920","302297545"
"921","305464053"
"922","312097103"
"923","311824568"
"926","300514056"
"928","312734003"
"929","312862484"
"930","311163145"
"932","302089227"
"934","301260165"
"935","303446137"
"938","307547251"
"939","302101026"
"941","311569444"
"942","306451622"
"943","311111499"
"953","312383194"
"955","311563142"
"956","308598820"
"958","312280886"
"959","305437871"
"961","310661332"
"964","301802957"
"966","308840937"
"968","303207236"
"969","302304152"
"970","309185564"
"972","302577154"
"974","312419645"
"976","308279746"
"985","302752919"
"988","312071421"
"989","310860466"
"994","307727326"
"995","304400891"
"996","300618043"
"997","303283533"
"998","310412388"
"999","312845225"
"1003","310465143"
"1004","312058822"
"1006","302815825"
"1007","310490718"
"1009","314417965"
"1010","310665892"
"1013","312807354"
"1016","307283250"
"1017","313126360"
"1020","313015610"
"1023","300540916"
"1024","311130117"
"1029","312025536"
"1034","310367302"
"1036","312461704"
"1054","312743666"
"1060","300243256"
"1061","309490042"
"1062","306373397"
"1065","302443174"
"1067","307114133"
"1068","304124522"
"1078","313163342"
"1079","305348528"
"1080","309805119"
"1084","309275584"
"1085","301460709"
"1086","310953274"
"1087","308688973"
"1088","311489340"
"1090","313517561"
"1091","313480846"
"1092","308138855"
"1095","313082978"
"1096","312816695"
"1098","307156691"
"1099","312434013"
"1101","301041760"
"1104","301268388"
"1105","306855313"
"1106","306308048"
"1107","301550182"
"1108","305424468"
"1110","302968077"
"1111","307194518"
"1112","311238694"
"1113","312755004"
"1114","308622276"
"1115","311792580"
"1116","309877940"
"1117","311944577"
"1118","304938240"
"1119","302600847"
"1120","309656784"
"1121","303315922"
"1125","311918296"
"1126","309139811"
"1127","313491171"
"1128","313528750"
"1129","311204204"
"1145","310744016"
"1146","309547851"
"1149","307289808"
"1150","312373480"
"1151","313482652"
"1152","311125998"
"1153","312288157"
"1154","302859176"
"1158","310219440"
"1159","308464548"
"1160","309572234"
"1161","310846441"
"1162","307577424"
"1163","307897306"
"1164","302023869"
"1165","301703968"
"1166","309991678"
"1167","308673892"
"1168","313592769"
"1170","313454976"
"1172","303000000"
"1173","312009635"
"1174","301155227"
"1175","304900494"
"1180","313280244"
"1181","305466840"
"1182","312602102"
"1185","311222459"
"1186","311552613"
"1188","310393767"
"1189","312253409"
"1190","313476930"
"1191","303892438"
"1192","313442664"
"1196","302607383"
"1197","313510850"
"1203","301280754"
"1204","399999999"
"1205","307254264"
"1206","312227467"
"1208","313773171"
"1209","310213700"
"1210","312602257"
"1211","312711294"
"1212","311830174"
"1215","313778837"
"1216","313341401"
"1217","310082024"
"1218","310434509"
"1219","311263532"
"1220","307927858"
"1221","313550118"
"1222","313445187"
"1223","309535434"
"1224","302382696"
"1226","313486869"
"1228","313811415"
"1231","313372899"
"1232","307970612"
"1234","313112960"
"1235","310441081"
"1237","309371584"
"1238","313672286"
"1239","300635958"
"1240","307692048"
"1243","309513764"
"1244","312068370"
"1246","311072003"
"1251","313551288"
"1252","305113577"
"1253","313266833"
"1255","312523843"
"1259","311433945"
"1260","301139416"
"1261","300795213"
"1262","311731030"
"1264","312645671"
"1265","301341429"
"1267","300575370"
"1268","313458515"
"1269","306512950"
"1270","307311984"
"1271","313363667"
"1272","310099748"
"1273","302946497"
"1274","313094200"
"1275","312726219"
"1276","313507693"
"1277","311793815"
"1279","304067731"
"1280","301573241"
"1281","311967185"
"1282","306317134"
"1283","312169042"
"1284","306477647"
"1285","310289704"
"1286","313611980"
"1287","303041642"
"1288","305293215"
"1289","313673505"
"1290","312144509"
"1292","310319294"
"1293","313790796"
"1294","303006006"
"1295","303448692"
"1296","312638771"
"1297","309601363"
"1298","312683148"
"1299","304862986"
"1300","304479108"
"1301","313829341"
"1302","306188530"
"1303","313500613"
"1304","302990281"
"1305","313001467"
"1306","312230052"
"1307","301741971"
"1308","308089951"
"1309","310710948"
"1310","312057153"
"1311","313653433"
"1312","311491565"
"1313","308951102"
"1315","307123422"
"1316","301059083"
"1317","313475084"
"1318","312798933"
"1319","309555574"
"1320","301842543"
"1321","312652052"
"1322","311206804"
"1323","311874332"
"1324","311933328"
"1325","302992094"
"1326","313624803"
"1327","311020690"
"1328","309431072"
"1329","309426305"
"1331","313199821"
"1332","313808756"
"1333","304107510"
"1334","313514770"
"1335","302416309"
"1336","312659040"
"1338","313481448"
"1339","313705988"
"1341","311837675"
"1342","313530052"
"1343","310265956"
"1344","302445215"
"1345","305859147"
"1346","301538498"
"1347","311808726"
"1348","301464754"
"1349","313326695"
"1350","301504227"
"1351","303108582"
"1352","302541169"
"1353","301835113"
"1354","306612967"
"1355","309655811"
"1356","307175132"
"1357","312872371"
"1358","301885995"
"1359","313134654"
"1360","301585747"
"1361","313676118"
"1362","311595249"
"1363","306541779"
"1364","312646711"
"1365","304124478"
"1366","307152030"
"1368","306995518"
"1369","309648059"
"1370","305660950"
"1372","307702726"
"1373","302520178"
"1374","312352293"
"1375","312486166"
"1376","307827554"
"1377","308462853"
"1378","301171358"
"1379","312262133"
"1380","309613802"
"1381","301315409"
"1382","313884896"
"1383","311868365"
"1385","313796150"
"1386","313491368"
"1387","312644644"
"1388","303965060"
"1389","302340276"
"1390","302065842"
"1392","307925524"
"1393","313583234"
"1394","313061828"
"1395","309859546"
"1396","312549983"
"1397","314154530"
"1398","308640205"
"1399","312674258"
"1400","307665092"
"1401","302030862"
"1402","310496372"
"1403","301331213"
"1404","313769582"
"1405","313695832"
"1406","312724306"
"1407","311157046"
"1408","313497703"
"1409","301405559"
"1410","307398619"
"1411","311003467"
"1412","301233041"
"1413","301867821"
"1414","312536650"
"1415","312698415"
"1416","313671861"
"1417","302364042"
"1418","311141903"
"1419","301829257"
"1420","313448054"
"1421","301354528"
"1422","308804350"
"1423","313434484"
"1424","300910207"
"1425","309630935"
"1426","304111618"
"1427","312563293"
"1428","303035983"
"1429","300926271"
"1430","301338357"
"1431","304802320"
"1432","311259530"
"1433","313348992"
"1434","302923997"
"1436","313341974"
"1437","304789564"
"1438","312828344"
"1439","309731633"
"1440","302320461"
"1441","306860091"
"1442","301562194"
"1443","313108455"
"1444","313839923"
"1445","304184556"
"1446","301773741"
"1447","310133245"
"1448","306658044"
"1449","300560776"
"1450","313299369"
"1451","313786195"
"1452","307853624"
"1453","302215551"
"1454","304054244"
"1456","308588519"
"1457","301999958"
"1458","311853526"
"1459","308018115"
"1460","302140531"
"1461","310358138"
"1462","310441651"
"1463","310715142"
"1464","308885797"
"1465","313214888"
"1466","302445581"
"1467","307321864"
"1468","308033529"
"1469","313565579"
"1470","312656174"
"1471","312834689"
"1472","305074701"
"1473","302060765"
"1474","311065337"
"1475","309403377"
"1476","309615937"
"1477","301017209"
"1478","305892395"
"1479","301162659"
"1480","304240502"
"1481","308735279"
"1482","302708759"
"1483","313598207"
"1484","313487595"
"1485","313182806"
"1486","312491242"
"1487","310265147"
"1488","305516815"
"1490","309260184"
"1491","313785584"
"1492","309591446"
"1493","302855249"
"1494","311024102"
"1495","302120703"
"1496","306400808"
"1497","302271292"
"1498","306195733"
"1499","312252510"
"1500","313730710"
"1501","305831069"
"1502","311800432"
"1505","302188673"
"1506","312166032"
"1507","311895619"
"1508","300542235"
"1509","313560538"
"1511","312140854"
"1512","301977241"
"1513","302047818"
"1514","309267361"
"1515","312578961"
"1516","302214899"
"1517","302488247"
"1518","313932009"
"1519","313525079"
"1520","302813458"
"1522","310753621"
"1523","302751761"
"1524","308295666"
"1525","310741851"
"1526","309499904"
"1527","306254244"
"1528","310376333"
"1529","309986588"
"1530","309306161"
"1533","304147681"
"1534","310749747"
"1535","312504390"
"1536","301652003"
"1537","313042688"
"1538","302536098"
"1539","313413638"
"1540","312831275"
"1541","310156755"
"1542","300974266"
"1544","313093296"
"1545","304546776"
"1546","311895600"
"1547","301362417"
"1548","313390490"
"1550","312375071"
"1551","300856600"
"1552","312442191"
"1553","313031280"
"1554","309539494"
"1555","308205608"
"1556","313808643"
"1557","302667564"
"1559","301861419"
"1560","313445185"
"1561","307386614"
"1562","307351811"
"1563","310682156"
"1564","310872750"
"1565","309188918"
"1566","312791869"
"1567","302240484"
"1568","312711154"
"1569","305225109"
"1570","313462679"
"1572","302196506"
"1573","305041612"
"1574","302343428"
"1575","303415886"
"1576","314250361"
"1577","305942010"
"1578","313856763"
"1579","311155895"
"1580","312406094"
"1581","301756325"
"1583","307443490"
"1584","312278857"
"1585","310176858"
"1586","303169545"
"1587","310367799"
"1589","301583302"
"1590","302032802"
"1591","313635946"
"1592","313303008"
"1593","313778960"
"1594","306342719"
"1596","313805404"
"1597","312797575"
"1598","313610535"
"1599","312460046"
"1600","313497788"
"1601","313649734"
"1602","301819298"
"1603","313704207"
"1604","311173228"
"1605","311149638"
"1606","313303684"
"1608","313810214"
"1609","302074948"
"1610","307890531"
"1611","307771319"
"1612","310379962"
"1613","313097034"
"1614","312987792"
"1615","312641532"
"1616","306933081"
"1617","312442416"
"1618","311927420"
"1619","304935297"
"1620","312800117"
"1621","309575183"
"1622","309260538"
"1623","313471290"
"1624","306108542"
"1625","302381880"
"1626","303179136"
"1627","313460936"
"1628","312088764"
"1629","310496745"
"1630","313500291"
"1631","313334395"
"1632","312326208"
"1633","312475929"
"1634","300523898"
"1635","308961066"
"1636","309502237"
"1637","310508825"
"1638","301263095"
"1639","312560800"
"1640","302716085"
"1642","313617579"
"1643","302711191"
"1644","313149492"
"1645","311673782"
"1646","313200639"
"1647","301953682"
"1649","305589853"
"1650","308757055"
"1652","311156215"
"1654","310179956"
"1655","306276918"
"1656","313729676"
"1659","313100154"
"1660","310315056"
"1661","303070878"
"1662","306300037"
"1663","311800557"
"1664","307125052"
"1665","310515554"
"1666","309858716"
"1667","313611474"
"1668","303264312"
"1669","310214557"
"1670","313795743"
"1671","302149014"
"1672","313204132"
"1673","309240943"
"1674","302666659"
"1675","310799775"
"1676","301479965"
"1678","312159740"
"1679","312807273"
"1681","313476150"
"1682","313398611"
"1683","308765765"
"1684","301404345"
"1685","309454612"
"1687","313637049"
"1689","310064897"
"1690","313838385"
"1691","311985850"
"1693","313527507"
"1694","313475324"
"1695","308671342"
"1696","305663279"
"1697","312753127"
"1698","301971024"
"1699","302013601"
"1700","302086363"
"1701","308213740"
"1702","313673873"
"1703","309956267"
"1704","311817635"
"1705","309590876"
"1706","302270336"
"1707","312442156"
"1708","312408656"
"1709","309770493"
"1710","311313399"
"1711","313904443"
"1712","303220025"
"1713","311202517"
"1714","310359450"
"1715","310780687"
"1717","307410823"
"1718","302308085"
"1719","313300576"
"1720","313256174"
"1721","300887043"
"1722","312684686"
"1723","302984859"
"1724","313398187"
"1725","304960886"
"1727","312794455"
"1730","312856471"
"1731","302284020"
"1732","313810997"
"1733","311807127"
"1734","310207699"
"1735","311328697"
"1736","312747898"
"1737","313548141"
"1738","308604475"
"1739","313509209"
"1740","302130237"
"1743","310026004"
"1744","313647905"
"1745","311083608"
"1746","310459297"
"1747","308947553"
"1749","303381633"
"1750","303165752"
"1752","307926721"
"1753","313192978"
"1754","301537226"
"1755","304234720"
"1756","308233412"
"1757","301836866"
"1758","313604788"
"1760","305599848"
"1761","313809463"
"1762","307213619"
"1763","300529546"
"1764","310554637"
"1765","301993689"
"1766","313848024"
"1767","313615175"
"1768","313938127"
"1769","310588420"
"1770","301280836"
"1771","301485334"
"1772","313712607"
"1773","301623457"
"1775","312395641"
"1776","311116276"
"1777","313920145"
"1778","313003359"
"1779","301728685"
"1780","310168330"
"1782","308788086"
"1783","313493035"
"1784","313885558"
"1785","313160541"
"1786","313612588"
"1787","308599393"
"1789","312860733"
"1790","313932661"
"1791","302298086"
"1792","311969435"
"1793","303196822"
"1794","312751438"
"1795","309039847"
"1796","306684835"
"1797","300469354"
"1798","305581380"
"1799","311161487"
"1800","301848870"
"1807","302386360"
"1808","310008411"
"1809","311543874"
"1810","302750758"
"1811","302893390"
"1812","305035468"
"1813","310412212"
"1814","314707677"
"1815","313418306"
"1816","307274083"
"1817","302414438"
"1818","301041120"
"1819","313868836"
"1820","302800397"
"1821","306049432"
"1822","307882599"
"1823","305649737"
"1824","301489394"
"1825","308095315"
"1826","308022468"
"1827","306227500"
"1828","310763627"
"1829","312875902"
"1830","301517214"
"1831","304982238"
"1832","313405616"
"1833","302395265"
"1834","313718743"
"1835","313359220"
"1836","311066343"
"1838","313239367"
"1839","313957808"
"1840","307412089"
"1841","313565938"
"1842","313779407"
"1843","311367890"
"1844","308414143"
"1845","313372149"
"1846","310361961"
"1847","309157202"
"1849","305520495"
"1850","301238609"
"1851","312859765"
"1852","308112112"
"1854","312603376"
"1855","302546255"
"1856","313506877"
"1857","301999667"
"1858","312459974"
"1859","313468459"
"1860","310593488"
"1861","308433434"
"1862","309623936"
"1863","313533777"
"1865","308786555"
"1866","313831979"
"1867","301379407"
"1869","311042856"
"1870","312232801"
"1871","303202143"
"1872","300540654"
"1873","311146871"
"1874","310379985"
"1875","312826627"
"1876","308673761"
"1877","302417026"
"1878","313532860"
"1879","306262530"
"1880","311646987"
"1881","307733896"
"1882","310448114"
"1883","301584258"
"1884","313542908"
"1885","301628711"
"1886","305367487"
"1887","311204188"
"1888","302396257"
"1889","313505062"
"1890","313911488"
"1891","308844874"
"1892","313738172"
"1893","312523862"
"1894","313424685"
"1895","302182065"
"1896","310230062"
"1897","311904906"
"1898","314487717"
"1899","308244482"
"1902","301964113"
"1903","311902269"
"1904","313617589"
"1906","302007793"
"1910","313415959"
"1911","302970754"
"1912","301745888"
"1915","311899359"
"1916","312506558"
"1917","303890734"
"1918","309854986"
"1919","309716440"
"1920","311387722"
"1921","313073149"
"1923","301828877"
"1925","310821943"
"1926","301165895"
"1927","304420750"
"1928","303311609"
"1929","312862466"
"1931","311334721"
"1933","309615909"
"1934","311547415"
"1936","313869491"
"1937","313690593"
"1939","300655200"
"1940","305255373"
"1941","303160878"
"1942","312440920"
"1944","302756492"
"1946","312338431"
"1947","300769137"
"1949","311066662"
"1951","303197493"
"1952","301711841"
"1953","312438145"
"1954","300661221"
"1955","306978334"
"1956","309196907"
"1957","313075084"
"1958","309944592"
"1959","313072036"
"1960","302031181"
"1961","309667712"
"1962","303042958"
"1963","312590156"
"1964","303404623"
"1965","300515839"
"1968","302306835"
"1969","305461076"
"1970","312839422"
"1971","312745666"
"1972","301318286"
"1973","312748393"
"1974","312049344"
"1975","312622263"
"1976","304398715"
"1977","308347038"
"1978","305201522"
"1979","312281311"
"1980","301036321"
"1981","303071328"
"1982","311410285"
"1983","309948810"
"1984","307891672"
"1985","306306572"
"1986","301638948"
"1987","305551143"
"1989","307274918"
"1990","309798551"
"1991","312452379"
"1992","300973421"
"1994","312821352"
"1995","307735692"
"1996","313929225"
"1998","308245337"
"1999","311955481"
"2001","301231000"
"2003","312006281"
"2004","313561894"
"2005","310262613"
"2006","312406163"
"2007","301720335"
"2008","311710195"
"2009","312228207"
"2013","301570244"
"2014","312635210"
"2015","309545427"
"2016","309504785"
"2017","302373674"
"2019","312733037"
"2020","300847856"
"2021","304906794"
"2022","313052342"
"2023","309760731"
"2024","302858466"
"2025","302975592"
"2026","307963584"
"2027","310926251"
"2030","307846955"
"2032","300964590"
"2033","308847555"
"2034","301601268"
"2035","301540190"
"2036","304587722"
"2037","308320959"
"2038","300792234"
"2039","313857809"
"2042","312012513"
"2043","312012616"
"2044","301240507"
"2045","301864166"
"2047","312869400"
"2048","304137105"
"2049","300768189"
"2050","310431291"
"2051","302764922"
"2052","313873306"
"2053","311441107"
"2054","306668682"
"2055","301884075"
"2056","301401643"
"2057","313458171"
"2058","303948016"
"2059","311793061"
"2060","311970641"
"2062","311233376"
"2063","311292720"
"2064","303913562"
"2065","305594209"
"2066","311115779"
"2067","303990799"
"2068","301651340"
"2069","304506184"
"2070","304363243"
"2071","311172647"
"2072","302003926"
"2073","302337053"
"2074","312863388"
"2075","313520720"
"2076","302973455"
"2077","308529709"
"2078","308159560"
"2079","308640855"
"2080","302585590"
"2081","313289421"
"2082","308686245"
"2083","302065358"
"2084","302161431"
"2085","312580210"
"2086","313363199"
"2087","310245788"
"2088","301658343"
"2090","304204631"
"2091","309850419"
"2092","312332881"
"2093","301200677"
"2094","301641546"
"2095","300890325"
"2096","313795439"
"2097","312326271"
"2098","313402993"
"2100","314434513"
"2103","305654237"
"2104","309645612"
"2105","313221239"
"2107","301978695"
"2109","312220516"
"2110","311789846"
"2111","313372319"
"2112","309081344"
"2113","305429717"
"2114","310273829"
"2115","309511173"
"2116","309590571"
"2117","309315832"
"2118","310325500"
"2119","312027533"
"2120","312434060"
"2121","311089161"
"2122","307144487"
"2123","313573200"
"2124","313090407"
"2125","313499478"
"2126","307377047"
"2127","312534662"
"2128","308141456"
"2129","305274109"
"2130","312696298"
"2132","305449963"
"2133","312761949"
"2134","302097314"
"2135","312797975"
"2137","301600737"
"2138","310470482"
"2139","312471101"
"2140","302533317"
"2142","313892048"
"2143","303159040"
"2144","313571222"
"2145","302930260"
"2146","302975200"
"2147","302226343"
"2148","313641550"
"2149","306060015"
"2150","309528653"
"2151","313602661"
"2152","311978360"
"2153","308589509"
"2154","311125541"
"2155","302425027"
"2156","313818954"
"2157","312286158"
"2158","300657189"
"2160","303938592"
"2161","313298877"
"2162","310462087"
"2163","306315611"
"2164","301631224"
"2165","313672431"
"2167","304421060"
"2169","311878108"
"2170","302606831"
"2171","313773110"
"2172","305646009"
"2173","313581430"
"2174","310096860"
"2175","309724666"
"2177","302865819"
"2179","307585259"
"2180","310112743"
"2181","312631348"
"2182","301103522"
"2183","302114299"
"2184","312755932"
"2185","301592285"
"2186","304832303"
"2187","311610307"
"2188","309502732"
"2189","312786319"
"2190","307105489"
"2191","307094739"
"2192","313539749"
"2193","313087979"
"2194","301554000"
"2195","310947679"
"2196","312766004"
"2197","312869227"
"2198","302967240"
"2199","311293865"
"2200","302972070"
"2201","310413889"
"2202","311202214"
"2203","313796416"
"2204","300963773"
"2206","311106020"
"2207","311939249"
"2208","301827258"
"2209","306360388"
"2210","306246749"
"2211","312808824"
"2212","304010560"
"2213","304573700"
"2214","313821847"
"2215","308027041"
"2216","300571446"
"2217","309305964"
"2218","304037615"
"2220","310677746"
"2221","307599385"
"2222","311677754"
"2223","307157585"
"2224","301491768"
"2225","304776566"
"2226","313558388"
"2227","305447929"
"2228","303039140"
"2230","310967189"
"2231","309468898"
"2232","310694928"
"2233","302480416"
"2234","305521267"
"2235","307446998"
"2236","312688908"
"2237","312790220"
"2238","301510674"
"2239","313130635"
"2240","302196765"
"2242","312024455"
"2243","305268732"
"2244","302214548"
"2245","313854950"
"2246","311656574"
"2248","313221372"
"2249","301288825"
"2250","302141048"
"2251","302551963"
"2252","310343216"
"2253","307337143"
"2254","313568829"
"2255","300554749"
"2256","313499944"
"2257","311125154"
"2258","301575166"
"2259","304567883"
"2260","312425387"
"2261","308859197"
"2262","313128593"
"2263","310996999"
"2264","301523079"
"2265","313807620"
"2266","309583351"
"2267","305385483"
"2268","313398809"
"2269","310005804"
"2270","301795011"
"2271","310349253"
"2272","313036022"
"2273","305663593"
"2275","302979508"
"2276","312869497"
"2277","302679408"
"2278","302250412"
"2280","302921908"
"2281","301759234"
"2282","308111702"
"2283","312607697"
"2284","310971981"
"2285","311082770"
"2286","313574973"
"2287","306307174"
"2288","301685121"
"2289","311074134"
"2290","310367592"
"2291","311154139"
"2292","302113694"
"2293","307707654"
"2294","301821035"
"2295","308038639"
"2296","301367660"
"2298","302614456"
"2300","301876768"
"2301","312565736"
"2302","313256086"
"2303","313143267"
"2304","313619774"
"2305","313280103"
"2306","312977584"
"2307","301645297"
"2308","306901938"
"2309","301855836"
"2310","305977617"
"2311","312433503"
"2312","312862890"
"2313","303807536"
"2314","311057544"
"2315","301364229"
"2325","305308478"
"2326","302538604"
"2327","313611956"
"2328","308737140"
"2329","305123118"
"2330","302256624"
"2331","311682958"
"2332","300911760"
"2333","310015732"
"2334","303875897"
"2335","302443078"
"2336","313548665"
"2337","303791914"
"2338","301794524"
"2339","307116627"
"2340","302332875"
"2341","310415304"
"2342","312868738"
"2343","306918469"
"2344","302091649"
"2345","313390489"
"2346","313883072"
"2347","302130549"
"2348","311783460"
"2349","302178074"
"2350","311980444"
"2351","311911610"
"2352","313918066"
"2353","312064382"
"2354","308599269"
"2355","313235482"
"2356","310895298"
"2357","310820467"
"2358","311018930"
"2360","302767864"
"2366","313279848"
"2367","301579358"
"2368","311770854"
"2369","313524941"
"2370","303994504"
"2371","302205172"
"2372","310176663"
"2373","312083736"
"2374","308065346"
"2375","306457254"
"2376","311354590"
"2377","310309548"
"2378","301077460"
"2379","308823671"
"2380","311131005"
"2381","313276615"
"2382","302147903"
"2383","313055933"
"2384","302095806"
"2385","302312017"
"2386","302329531"
"2387","313552956"
"2388","313865676"
"2389","305658226"
"2390","313066419"
"2391","305239128"
"2392","313256420"
"2393","313051911"
"2394","313042280"
"2395","311967139"
"2396","303977563"
"2397","313515420"
"2398","303167388"
"2399","306140403"
"2400","305834749"
"2401","313933970"
"2402","301737388"
"2404","310356510"
"2405","313669157"
"2406","302221158"
"2407","302426246"
"2408","312448347"
"2409","311538445"
"2410","301689587"
"2411","302819388"
"2412","311117641"
"2414","309508909"
"2416","311242751"
"2417","308902683"
"2418","308700993"
"2419","306407312"
"2421","306098586"
"2422","309941205"
"2423","304761229"
"2424","313735506"
"2425","304281004"
"2426","312468796"
"2427","313143320"
"2428","309445196"
